20120502,38841300,32897643,5943657,284000,272000,12000,731000,1774000,1043000,6686657
20120503,19686790,12947290,6739500,430000,491105,-61105,-164000,456000,620000,6514395
20120504,22497836,34115841,-11618005,116000,272000,-156000,685000,893000,208000,-11089005
20120507,17362889,40872998,-23510109,616000,0,616000,1019000,1301000,282000,-21875109
20120508,14859000,39342370,-24483370,675000,272000,403000,1345846,2025000,679154,-22734524
20120509,20271000,34700290,-14429290,1275000,27000,1248000,1043564,1239000,195436,-12137726
20120510,20819000,19733581,1085419,1458000,425000,1033000,-683000,841000,1524000,1435419
20120511,16150090,25241120,-9091030,1141000,200000,941000,1453000,1787000,334000,-6697030
20120514,10816000,10808000,8000,494000,0,494000,590000,953000,363000,1092000
20120515,21732813,23841498,-2108685,791000,45000,746000,2158000,3088000,930000,795315
20120516,28142815,57587794,-29444979,367000,2349000,-1982000,7107000,7366000,259000,-24319979
20120517,25934694,18105636,7829058,128000,550000,-422000,-808000,72000,880000,6599058
20120518,18633796,50324544,-31690748,606000,438000,168000,2245000,2478000,233000,-29277748
20120521,13565000,22759529,-9194529,101000,620000,-519000,1692000,1850000,158000,-8021529
20120522,15034727,29618260,-14583533,40000,926000,-886000,-63000,203000,266000,-15532533
20120523,12753613,47889351,-35135738,128000,4350000,-4222000,679000,2116000,1437000,-38678738
20120524,15895598,21924688,-6029090,247000,2363000,-2116000,2473695,3010000,536305,-5671395
20120525,11674000,21120105,-9446105,677000,9000,668000,354000,717000,363000,-8424105
20120528,18200462,18013083,187379,962000,2000,960000,-2087000,757000,2844000,-939621
20120529,23194000,24501441,-1307441,577000,2846000,-2269000,14000,662000,648000,-3562441
20120530,51764600,60367192,-8602592,188000,4065846,-3877846,-810000,1022000,1832000,-13290438
20120531,65960401,59944388,6016013,570000,2535000,-1965000,-128000,833000,961000,3923013
20120601,24691100,50185629,-25494529,69000,1279000,-1210000,1158000,1726000,568000,-25546529
20120604,29137000,44988734,-15851734,453000,2052000,-1599000,3200088,4261088,1061000,-14250646
20120605,19402000,24997614,-5595614,589000,2115000,-1526000,254000,637000,383000,-6867614
20120606,13563191,27814717,-14251526,26000,2168000,-2142000,425000,558000,133000,-15968526
20120607,41424993,27237600,14187393,0,4125000,-4125000,-371000,345000,716000,9691393
20120608,15097226,30998085,-15900859,550000,329000,221000,206000,557000,351000,-15473859
20120611,32928000,23232000,9696000,201000,2156000,-1955000,-430000,363000,793000,7311000
20120612,28325000,32588000,-4263000,607000,1650000,-1043000,-708000,242000,950000,-6014000
20120613,25166000,25010920,155080,298000,0,298000,-521000,156000,677000,-67920
20120614,20676000,27433231,-6757231,213000,30000,183000,644000,808000,164000,-5930231
20120615,69288000,84566630,-15278630,40000,2652000,-2612000,1139000,1266000,127000,-16751630
20120618,22508800,10244751,12264049,0,699000,-699000,-281000,443000,724000,11284049
20120619,20428668,22888675,-2460007,450000,231000,219000,805000,836000,31000,-1436007
20120620,29709403,20402513,9306890,1145000,1313000,-168000,152000,574000,422000,9290890
20120621,16267658,23381979,-7114321,108000,261000,-153000,299000,995000,696000,-6968321
20120622,22074933,24595000,-2520067,326000,94000,232000,811000,1433000,622000,-1477067
20120625,17282000,34225373,-16943373,0,581000,-581000,399000,1035000,636000,-17125373
20120626,12537000,32346638,-19809638,913,170000,-169087,3121000,3678000,557000,-16857725
20120627,20717768,26628480,-5910712,1248000,0,1248000,1339000,1940000,601000,-3323712
20120628,25657469,20778014,4879455,345000,401000,-56000,1125000,1572000,447000,5948455
20120629,36640000,33185956,3454044,25000,252000,-227000,3762000,4382000,620000,6989044
20120702,27807140,30091381,-2284241,4688000,693000,3995000,399000,2483000,2084000,2109759
20120703,30878718,12591342,18287376,794000,80000,714000,3405000,5012000,1607000,22406376
20120704,11639565,10906860,732705,100000,65000,35000,-8253000,164000,8417000,-7485295
20120705,17819000,6102988,11716012,70000,529000,-459000,-2221000,349000,2570000,9036012
20120706,30118000,20072441,10045559,166000,823000,-657000,287000,555000,268000,9675559
20120709,30437900,40975300,-10537400,49000,568000,-519000,128000,272000,144000,-10928400
20120710,15747000,30222995,-14475995,10000,80000,-70000,993000,1260000,267000,-13552995
20120711,23597000,51978192,-28381192,159000,824000,-665000,830000,1318000,488000,-28216192
20120712,18411187,56612062,-38200875,0,2006000,-2006000,1961000,2355000,394000,-38245875
20120713,21691383,40637285,-18945902,19000,468904,-449904,1704000,2414000,710000,-17691806
20120716,23220095,37215930,-13995835,360000,28000,332000,15790,239000,223210,-13648045
20120717,19939600,44084977,-24145377,164000,266000,-102000,1720000,1982000,262000,-22527377
20120718,13265149,28367452,-15102303,2282000,0,2282000,-2506000,837000,3343000,-15326303
20120719,47991000,23611060,24379940,193000,0,193000,-1524000,1034000,2558000,23048940
20120720,30668000,40770755,-10102755,370000,305000,65000,-735000,242000,977000,-10772755
20120723,15811000,45673750,-29862750,652000,1014000,-362000,474000,1558000,1084000,-29750750
20120724,20076274,33124761,-13048487,275000,166000,109000,2662000,2808000,146000,-10277487
20120725,48267620,63425733,-15158113,394000,0,394000,-97000,612000,709000,-14861113
20120726,39328000,23872771,15455229,1942000,0,1942000,-1024000,224000,1248000,16373229
20120727,61871340,20579445,41291895,1119000,22000,1097000,-1560000,321000,1881000,40828895
20120730,44709452,22593781,22115671,81000,1500000,-1419000,-1627000,85000,1712000,19069671
20120731,60000001,32959989,27040012,198000,90000,108000,-1065000,582000,1647000,26083012
20120801,29946000,36993589,-7047589,126000,792000,-666000,278000,546000,268000,-7435589
20120803,42079053,34858422,7220631,0,264000,-264000,-167000,334000,501000,6789631
20120806,50707000,32233896,18473104,166000,33000,133000,-247000,376000,623000,18359104
20120807,37329434,15841925,21487509,20000,738000,-718000,-538000,165000,703000,20231509
20120808,31002033,26101673,4900360,319000,260000,59000,-59000,309000,368000,4900360
20120809,45502360,13189863,32312497,811000,528000,283000,21000,862000,841000,32616497
20120810,22027100,16795000,5232100,327000,629000,-302000,1325000,1561000,236000,6255100
20120813,21136000,7907635,13228365,113000,225000,-112000,391000,827000,436000,13507365
20120814,28119092,9937342,18181750,0,367000,-367000,348000,986000,638000,18162750
20120815,23988173,16064000,7924173,426000,274000,152000,-497710,165000,662710,7578463
20120816,24697000,12981843,11715157,305000,1700000,-1395000,47000,447000,400000,10367157
20120817,23105000,24762608,-1657608,12000,800544,-788544,875000,1308000,433000,-1571152
20120820,22619000,14179253,8439747,0,2228000,-2228000,-67000,250000,317000,6144747
20120821,30867310,5134563,25732747,100000,257000,-157000,-692000,400000,1092000,24883747
20120822,18925407,28559200,-9633793,918000,647000,271000,570000,895000,325000,-8792793
20120823,19742872,15440491,4302381,690000,925000,-235000,-22000,135000,157000,4045381
20120824,18560000,21721641,-3161641,647000,40000,607000,-432000,573000,1005000,-2986641
20120827,22897000,9740809,13156191,16000,13000,3000,-1448000,533000,1981000,11711191
20120828,25689745,20982895,4706850,65000,10000,55000,-1182900,526100,1709000,3578950
20120829,16065000,11358337,4706663,359000,757000,-398000,28000,351000,323000,4336663
20120830,41486000,38338106,3147894,1270000,6000,1264000,-1951100,187000,2138100,2460794
20120831,10470500,7552902,2917598,1457000,118000,1339000,-421000,57000,478000,3835598
20120903,11175283,7943400,3231883,330000,21000,309000,11000,329000,318000,3551883
20120904,16366600,10988316,5378284,486000,221000,265000,-845000,703000,1548000,4798284
20120905,18480000,37317000,-18837000,13000,1526000,-1513000,800142,1624000,823858,-19549858
20120906,10637000,20595400,-9958400,418000,936000,-518000,124000,1182000,1058000,-10352400
20120907,35307500,6206514,29100986,55000,4000,51000,-1043000,561000,1604000,28108986
20120910,18505807,17482909,1022898,12000,107000,-95000,-324000,394000,718000,603898
20120911,23610200,8565703,15044497,25000,21000,4000,-1220000,101000,1321000,13828497
20120912,31336000,24517353,6818647,220000,9000,211000,-64000,274000,338000,6965647
20120913,27502000,11451571,16050429,21000,197000,-176000,-300000,215000,515000,15574429
20120914,35526170,10116356,25409814,1514000,22000,1492000,1467000,1647000,180000,28368814
20120917,21001000,12057519,8943481,19000,271000,-252000,-2310000,42000,2352000,6381481
20120918,26613000,22534433,4078567,0,810000,-810000,1201000,1357000,156000,4469567
20120919,30608500,24129150,6479350,163000,159000,4000,1072000,1374000,302000,7555350
20120920,21164230,14578910,6585320,870000,82000,788000,42000,323000,281000,7415320
20120921,42084000,25265046,16818954,436000,1095000,-659000,-285000,648000,933000,15874954
20120924,24673816,14721279,9952537,595000,407000,188000,-880000,938000,1818000,9260537
20120925,33140000,25320281,7819719,0,476000,-476000,-115000,173000,288000,7228719
20120926,33409200,20841000,12568200,352000,56000,296000,-561000,261000,822000,12303200
20120927,48331454,21636611,26694843,1406000,248000,1158000,-417000,714000,1131000,27435843
20120928,59270300,32082045,27188255,1302000,262000,1040000,-420000,484000,904000,27808255
20121001,32232601,24320667,7911934,172000,382000,-210000,-699000,50000,749000,7002934
20121002,31331200,24548380,6782820,218000,394000,-176000,-938000,214000,1152000,5668820
20121003,30978031,22728587,8249444,0,30000,-30000,-1810000,6000,1816000,6409444
20121004,31309000,14073074,17235926,0,70000,-70000,90000,951000,861000,17255926
20121005,36475266,23322837,13152429,40000,262000,-222000,-869000,234000,1103000,12061429
20121008,31055924,29879805,1176119,439000,15000,424000,-766000,1010000,1776000,834119
20121009,41891000,47079662,-5188662,645000,731000,-86000,1373000,1910000,537000,-3901662
20121011,43717791,67318108,-23600317,418000,344000,74000,4004000,4572000,568000,-19522317
20121012,18860000,13443600,5416400,590000,662000,-72000,-1169000,364000,1533000,4175400
20121015,14962007,12119526,2842481,238000,67000,171000,345000,1476000,1131000,3358481
20121016,22513000,21430469,1082531,335000,49000,286000,-619000,575000,1194000,749531
20121017,24685000,27729123,-3044123,588000,37000,551000,1278000,2092000,814000,-1215123
20121018,20102000,12251000,7851000,40000,709000,-669000,-453000,651000,1104000,6729000
20121019,18873000,18249961,623039,838000,519000,319000,-53000,615000,668000,889039
20121022,13856000,15408100,-1552100,783000,126000,657000,63000,588000,525000,-832100
20121023,12016778,12161533,-144755,178000,164000,14000,-455000,334000,789000,-585755
20121024,20564100,23744823,-3180723,0,801000,-801000,2018000,2175000,157000,-1963723
20121025,20376352,32862000,-12485648,335000,269000,66000,621000,1259000,638000,-11798648
20121026,48126000,28821448,19304552,2049000,800000,1249000,-1021000,996000,2017000,19532552
20121029,27565983,18367000,9198983,3536000,314447,3221553,-57000,1143000,1200000,12363536
20121030,18312463,17904362,408101,2325000,626000,1699000,323000,1298000,975000,2430101
20121031,21035000,16627504,4407496,595000,66000,529000,-9000,630000,639000,4927496
20121101,27879000,22328994,5550006,954000,80000,874000,711000,1376000,665000,7135006
20121102,33660120,21007000,12653120,990000,80000,910000,-1213000,318000,1531000,12350120
20121105,26607000,16131415,10475585,161000,18000,143000,-395000,758000,1153000,10223585
20121106,22033000,17386511,4646489,156000,916000,-760000,913000,1300000,387000,4799489
20121107,17225000,11402686,5822314,761000,147000,614000,11000,777000,766000,6447314
20121108,30380721,31851574,-1470853,2832000,108000,2724000,-484000,542000,1026000,769147
20121109,33300000,26328000,6972000,14000,25000,-11000,-2000,798000,800000,6959000
20121112,23444002,13775700,9668302,707000,19000,688000,-244000,378000,622000,10112302
20121113,25119000,35288549,-10169549,1936000,159000,1777000,10000,889000,879000,-8382549
20121114,23256527,23832077,-575550,637000,74000,563000,-807000,318000,1125000,-819550
20121115,15645000,15754890,-109890,806000,209000,597000,553000,1194000,641000,1040110
20121116,28726000,29245000,-519000,187000,0,187000,567000,1064000,497000,235000
20121119,19569221,18991825,577396,1044000,326000,718000,-5000,437000,442000,1290396
20121120,18072000,17884592,187408,168000,0,168000,-167000,208000,375000,188408
20121121,22807000,23465234,-658234,204000,30000,174000,1083000,1995000,912000,598766
20121122,12600000,9037731,3562269,6082000,34000,6048000,209000,1047000,838000,9819269
20121123,39728700,18772721,20955979,1762000,2298000,-536000,479000,1242000,763000,20898979
20121126,26496000,24979184,1516816,286000,135000,151000,-152000,628000,780000,1515816
20121127,31532200,30477661,1054539,5000,1010000,-1005000,-273000,490000,763000,-223461
20121128,45240800,55062116,-9821316,25000,221000,-196000,162000,667000,505000,-9855316
20121129,49147000,38489419,10657581,135000,166000,-31000,-424000,683000,1107000,10202581
20121130,58616650,51268871,7347779,425000,187256,237744,-354000,1425000,1779000,7231523
20121203,29226286,33878279,-4651993,300000,118000,182000,1322000,1922000,600000,-3147993
20121204,18404076,35004982,-16600906,60000,269000,-209000,2929000,3257000,328000,-13880906
20121205,34777440,40346475,-5569035,544000,685000,-141000,1859000,3216000,1357000,-3851035
20121206,26822089,23300068,3522021,0,116000,-116000,-1034000,746000,1780000,2372021
20121207,24087000,16003205,8083795,122000,145000,-23000,-1176000,379000,1555000,6884795
20121210,20344000,24700877,-4356877,98000,1017000,-919000,378000,853000,475000,-4897877
20121211,33307133,24306907,9000226,210000,82000,128000,-668000,750000,1418000,8460226
20121212,34600000,33434656,1165344,959000,603000,356000,810000,1053000,243000,2331344
20121213,31619111,27476668,4142443,433000,41000,392000,1105000,1473000,368000,5639443
20121214,25499654,22716295,2783359,230000,42000,188000,63000,527000,464000,3034359
20121217,30469260,39249565,-8780305,835000,551000,284000,391000,957000,566000,-8105305
20121218,23498000,29706837,-6208837,165000,89000,76000,1600000,1767000,167000,-4532837
20121219,22754849,18949406,3805443,542000,385000,157000,-714000,423000,1137000,3248443
20121220,21687000,23505921,-1818921,240000,583000,-343000,-357559,1244000,1601559,-2519480
20121221,19126000,25923927,-6797927,684000,534000,150000,599000,1205000,606000,-6048927
20121222,1171000,19000,1152000,714000,51000,663000,-386994,473000,859994,1428006
20121224,10772000,7091309,3680691,389000,321000,68000,93000,769000,676000,3841691
20121225,9226000,1700000,7526000,598000,57000,541000,48000,978000,930000,8115000
20121226,7248000,2387000,4861000,438000,213000,225000,123000,662000,539000,5209000
20121227,15609000,12214346,3394654,473000,310000,163000,29012,1784012,1755000,3586666
20121228,18198000,8819517,9378483,722000,928000,-206000,-1397000,828000,2225000,7775483
20130102,22484489,8625316,13859173,1746000,147000,1599000,-350000,1300000,1650000,15108173
20130103,32303100,17347912,14955188,926000,516000,410000,-1067000,1512000,2579000,14298188
20130104,33581806,24337195,9244611,234000,190000,44000,-246000,910000,1156000,9042611
20130107,26613000,26952300,-339300,203000,925000,-722000,-450000,871000,1321000,-1511300
20130108,16628200,15087374,1540826,209000,635000,-426000,-80000,749000,829000,1034826
20130109,16348023,10594316,5753707,130000,243000,-113000,649000,1033000,384000,6289707
20130110,30684000,27766853,2917147,151000,163000,-12000,796000,1045000,249000,3701147
20130111,18831186,10635515,8195671,102000,352000,-250000,-69000,262000,331000,7876671
20130114,19081000,10716350,8364650,120000,0,120000,-33000,475000,508000,8451650
20130115,26503958,27884661,-1380703,300000,499000,-199000,-253000,826000,1079000,-1832703
20130116,24600054,24029840,570214,39000,4272000,-4233000,837000,1181000,344000,-2825786
20130117,30502500,28912733,1589767,696000,404586,291414,-695000,803000,1498000,1186181
20130118,42034278,20184000,21850278,732000,1475000,-743000,-312000,2577000,2889000,20795278
20130121,10863700,12231817,-1368117,591000,617000,-26000,279000,941000,662000,-1115117
20130122,18759000,15376144,3382856,476000,184000,292000,65000,452000,387000,3739856
20130123,28841000,23924717,4916283,112000,332000,-220000,-56000,503000,559000,4640283
20130124,23209130,34795226,-11586096,211000,293000,-82000,-1015000,896000,1911000,-12683096
20130125,29776410,40988523,-11212113,16000,1254000,-1238000,437000,1034000,597000,-12013113
20130128,20373000,24455000,-4082000,125000,17000,108000,-622000,795000,1417000,-4596000
20130129,28873900,18836424,10037476,0,483000,-483000,-3081000,193000,3274000,6473476
20130130,26626677,16473684,10152993,0,80000,-80000,-1210000,395000,1605000,8862993
20130131,38165744,37758248,407496,135000,63000,72000,-1096000,359000,1455000,-616504
20130201,22116126,18066272,4049854,0,327000,-327000,-83000,162000,245000,3639854
20130204,31299000,16660672,14638328,57000,1924000,-1867000,-6000,1004000,1010000,12765328
20130205,13254000,9299025,3954975,130000,825000,-695000,-204000,472000,676000,3055975
20130206,27512333,12025604,15486729,109000,426000,-317000,-3293000,430000,3723000,11876729
20130218,57660600,38638413,19022187,264000,910000,-646000,-2425000,641000,3066000,15951187
20130219,16813000,12053866,4759134,320000,349000,-29000,-1105000,552000,1657000,3625134
20130220,36414295,22776688,13637607,104000,560000,-456000,-1862000,597000,2459000,11319607
20130221,26165042,24032974,2132068,0,1182000,-1182000,-926000,392000,1318000,24068
20130222,22165000,35973961,-13808961,52000,161000,-109000,1505872,2355000,849128,-12412089
20130223,4162000,26000,4136000,102000,771000,-669000,-592000,519000,1111000,2875000
20130225,25151000,29236375,-4085375,500000,59000,441000,-369000,778000,1147000,-4013375
20130226,19485000,28264665,-8779665,530000,491000,39000,136000,1048000,912000,-8604665
20130227,36511958,63218367,-26706409,774000,1666000,-892000,1712000,2451000,739000,-25886409
20130301,24173500,27303560,-3130060,0,1408000,-1408000,-191000,1118000,1309000,-4729060
20130304,26640200,46764000,-20123800,0,2313050,-2313050,2538585,2732000,193415,-19898265
20130305,46530666,43036674,3493992,825000,1852675,-1027675,-1411000,893000,2304000,1055317
20130306,33701642,29780531,3921111,100000,782000,-682000,-746000,495000,1241000,2493111
20130307,15121600,14218966,902634,40000,1100000,-1060000,-496000,498000,994000,-653366
20130308,36098100,27388375,8709725,344000,3462000,-3118000,-1613000,769000,2382000,3978725
20130311,20489000,27564113,-7075113,0,1616000,-1616000,-392000,1158000,1550000,-9083113
20130312,21646385,18670062,2976323,40000,3137000,-3097000,-72000,556000,628000,-192677
20130313,50713000,41194183,9518817,50000,1375000,-1325000,-2560001,513000,3073001,5633816
20130314,22627800,26008336,-3380536,281000,617899,-336899,-2014000,329000,2343000,-5731435
20130315,21338244,28450955,-7112711,4935000,119000,4816000,-1895000,562000,2457000,-4191711
20130318,11971000,38735855,-26764855,239000,390000,-151000,431000,1513000,1082000,-26484855
20130319,16753000,42771603,-26018603,73000,1983000,-1910000,-190000,825000,1015000,-28118603
20130320,23986586,56627727,-32641141,32000,330000,-298000,779000,2171000,1392000,-32160141
20130321,21982930,50181799,-28198869,920000,1305000,-385000,1400000,2891000,1491000,-27183869
20130322,12341000,35107077,-22766077,210000,1956000,-1746000,-66000,1354000,1420000,-24578077
20130325,16990000,13559895,3430105,0,289000,-289000,-943000,330000,1273000,2198105
20130326,14581749,23509905,-8928156,104000,1209000,-1105000,153000,490000,337000,-9880156
20130327,20269000,20099374,169626,127000,1452000,-1325000,-1622000,226000,1848000,-2777374
20130328,18962995,24480344,-5517349,0,296000,-296000,-1115000,751000,1866000,-6928349
20130329,13477000,13009306,467694,46000,407000,-361000,-89000,411000,500000,17694
20130401,10740060,8945000,1795060,70000,670000,-600000,-521000,394000,915000,674060
20130402,13627300,20167060,-6539760,163000,188000,-25000,-306000,315000,621000,-6870760
20130403,20627682,23412617,-2784935,200000,423000,-223000,-877000,48000,925000,-3884935
20130408,37478980,53306944,-15827964,58000,135000,-77000,612000,1427000,815000,-15292964
20130409,16017671,39278217,-23260546,645000,62000,583000,1166749,1519000,352251,-21510797
20130410,22518723,34704937,-12186214,674000,0,674000,409000,914000,505000,-11103214
20130411,42652292,39732374,2919918,1048000,1131000,-83000,1440000,3797000,2357000,4276918
20130412,15140000,14880565,259435,66000,0,66000,-961000,313000,1274000,-635565
20130415,14837846,18298300,-3460454,207000,799000,-592000,284000,1226000,942000,-3768454
20130416,26345098,28525427,-2180329,83000,608000,-525000,1511000,2403000,892000,-1194329
20130417,31222000,30446996,775004,232000,215164,16836,-473000,958000,1431000,318840
20130418,23297000,27942054,-4645054,0,401000,-401000,1172000,1818000,646000,-3874054
20130419,34804000,17785895,17018105,4394000,400000,3994000,684000,2983000,2299000,21696105
20130422,57421000,39552000,17869000,2657499,208000,2449499,-151000,2234000,2385000,20167499
20130423,34513000,36318175,-1805175,460000,609000,-149000,1542000,2032000,490000,-412175
20130424,23776000,24756785,-980785,130000,12000,118000,1633000,2488000,855000,770215
20130425,18790000,11384502,7405498,424000,396000,28000,-729000,1010000,1739000,6704498
20130426,31537000,13197700,18339300,408000,762000,-354000,-2391000,1396000,3787000,15594300
20130429,18007000,10854150,7152850,60000,257000,-197000,-389000,399000,788000,6566850
20130430,30762044,19227249,11534795,306000,728000,-422000,609000,1031000,422000,11721795
20130502,35052262,16950720,18101542,211000,189000,22000,-1525000,941000,2466000,16598542
20130503,29338735,23087758,6250977,210000,291000,-81000,-3059000,919000,3978000,3110977
20130506,17494806,8125447,9369359,236000,387000,-151000,-2016000,496000,2512000,7202359
20130507,20309500,10754736,9554764,0,355000,-355000,-362000,303000,665000,8837764
20130508,37784407,20923209,16861198,6000,307000,-301000,-936000,954000,1890000,15624198
20130509,21034804,12639529,8395275,2199000,284000,1915000,1000,758000,757000,10311275
20130510,23920569,12432139,11488430,0,999000,-999000,-15000,583000,598000,10474430
20130513,15756600,4253384,11503216,0,315000,-315000,-1091000,388000,1479000,10097216
20130514,24513009,6748810,17764199,1000,1473999,-1472999,-802000,335000,1137000,15489200
20130515,22004000,19929533,2074467,50000,664000,-614000,1687410,2168410,481000,3147877
20130516,32527734,37294324,-4766590,0,525000,-525000,1677000,2494000,817000,-3614590
20130517,14069000,9965151,4103849,0,534000,-534000,206000,1319000,1113000,3775849
20130520,13711686,10759662,2952024,0,311000,-311000,-411000,510000,921000,2230024
20130521,10970604,11415081,-444477,0,416000,-416000,940000,1815000,875000,79523
20130522,24943360,29835971,-4892611,0,421000,-421000,779000,1631000,852000,-4534611
20130523,19485540,35437923,-15952383,500000,1772000,-1272000,-811000,2356000,3167000,-18035383
20130524,10116776,14183638,-4066862,1000,115000,-114000,-611000,1933000,2544000,-4791862
20130527,9516564,11430900,-1914336,142000,55000,87000,603000,1723000,1120000,-1224336
20130528,7231000,20008900,-12777900,3170000,203000,2967000,159000,1249000,1090000,-9651900
20130529,13441425,12143066,1298359,400000,197000,203000,-508000,345000,853000,993359
20130530,25770000,32189000,-6419000,4000,120000,-116000,-429876,1177000,1606876,-6964876
20130531,29046250,33641841,-4595591,8000,60000,-52000,-681000,555000,1236000,-5328591
20130603,13642000,29138677,-15496677,0,111000,-111000,307000,1255000,948000,-15300677
20130604,24182000,20257013,3924987,0,546000,-546000,-1571000,300000,1871000,1807987
20130605,22248087,20555684,1692403,9000,351000,-342000,-117000,479000,596000,1233403
20130606,20610462,29200724,-8590262,0,115000,-115000,1096000,1788000,692000,-7609262
20130607,20544000,23775606,-3231606,291000,892000,-601000,-731000,1100000,1831000,-4563606
20130610,8281000,18155277,-9874277,314000,43000,271000,3037000,3478000,441000,-6566277
20130611,25778000,33125381,-7347381,258000,0,258000,108000,965000,857000,-6981381
20130613,26605968,54480117,-27874149,591000,269000,322000,2215000,3269000,1054000,-25337149
20130614,32333000,29369184,2963816,593000,0,593000,-3849000,629000,4478000,-292184
20130617,13258000,19100810,-5842810,629000,7000,622000,658000,900000,242000,-4562810
20130618,18891540,23013983,-4122443,0,118000,-118000,507000,1286000,779000,-3733443
20130619,8575000,19685840,-11110840,330000,116000,214000,1134000,1677000,543000,-9762840
20130620,14370000,24919915,-10549915,91000,124000,-33000,331000,1337000,1006000,-10251915
20130621,21513947,28007700,-6493753,1094000,623000,471000,-590000,1684000,2274000,-6612753
20130624,23152000,48480355,-25328355,304000,643000,-339000,645000,1991000,1346000,-25022355
20130625,19543000,27242539,-7699539,80000,250000,-170000,2232000,3276000,1044000,-5637539
20130626,37771000,47284604,-9513604,1186000,68000,1118000,-199000,1446000,1645000,-8594604
20130627,32756000,34679311,-1923311,304000,0,304000,-1347000,1194000,2541000,-2966311
20130628,50187282,41923686,8263596,220000,717000,-497000,-2427000,1161000,3588000,5339596
20130701,25849906,39462311,-13612405,25000,850000,-825000,1517000,3637000,2120000,-12920405
20130702,15004385,24297788,-9293403,302000,329000,-27000,3229000,3591000,362000,-6091403
20130703,23517961,19505700,4012261,174000,15000,159000,-5127000,494000,5621000,-955739
20130704,17024000,13478009,3545991,83000,134000,-51000,-91000,549000,640000,3403991
20130705,22332000,12708400,9623600,332000,61000,271000,275000,989000,714000,10169600
20130708,16888000,28259000,-11371000,290000,5000,285000,-277000,1176000,1453000,-11363000
20130709,26129290,30119500,-3990210,402000,573000,-171000,168000,1152000,984000,-3993210
20130710,15799000,15092850,706150,200000,125000,75000,-673000,614000,1287000,108150
20130711,48521138,26332936,22188202,609000,338991,270009,-1105000,984000,2089000,21353211
20130712,28307000,13189000,15118000,294000,1336000,-1042000,-1475000,42000,1517000,12601000
20130715,28133442,16786618,11346824,109000,238000,-129000,-68000,484000,552000,11149824
20130716,26520000,25084672,1435328,100000,2833000,-2733000,822000,1392000,570000,-475672
20130717,36351462,24257489,12093973,36000,798000,-762000,-1599000,133000,1732000,9732973
20130718,38475000,41621821,-3146821,6000,934236,-928236,1171000,1845000,674000,-2904057
20130719,44620100,95292556,-50672456,665000,4413000,-3748000,703000,2926000,2223000,-53717456
20130722,39280726,73161877,-33881151,60000,1130000,-1070000,2722000,3098000,376000,-32229151
20130723,56057595,60691471,-4633876,621000,366000,255000,857000,2283000,1426000,-3521876
20130724,40130400,39518000,612400,15000,122000,-107000,-167000,1065000,1232000,338400
20130725,26679320,25162900,1516420,432000,283000,149000,-703000,343000,1046000,962420
20130726,21607230,26142620,-4535390,0,384000,-384000,-121000,528000,649000,-5040390
20130729,21923250,32944837,-11021587,581000,432000,149000,-705000,143000,848000,-11577587
20130730,25535000,26622000,-1087000,800000,872000,-72000,373000,761000,388000,-786000
20130731,29188543,28839789,348754,12000,495000,-483000,-143000,479000,622000,-277246
20130801,20945033,28393971,-7448938,0,277000,-277000,-296000,374000,670000,-8021938
20130802,23240553,20648421,2592132,67000,895000,-828000,-54000,600000,654000,1710132
20130805,14907238,17834000,-2926762,30000,2138000,-2108000,399000,764000,365000,-4635762
20130806,17268086,36998700,-19730614,0,420000,-420000,-13000,655000,668000,-20163614
